ID,Unit,Question,Choice1,Choice2,Choice3,Choice4,Choice5,Answer
12,M19MCIJ,テレビをたくさん見ます_resized.jpg,テレビをたくさん見ます.mp3,映画をたくさん見ます.mp3,空をたくさん見ます.mp3,写真をたくさん見ます.mp3,絵をたくさん見ます.mp3,1
13,M19MCIJ,パーティーでたくさん歌いました_resized.jpg,パーティーでたくさん歌いました.mp3,教室でたくさん話しました.mp3,公園でたくさん遊びました.mp3,プールでたくさん泳ぎました.mp3,台所でたくさん作りました.mp3,1
14,M19MCIJ,バスの中に人がたくさんいます_resized.jpg,バスの中に人がたくさんいます.mp3,教室に学生がたくさんいます.mp3,公園に子供がたくさんいます.mp3,図書館に本がたくさんあります.mp3,空に鳥がたくさんいます.mp3,1
15,M19MCIJ,りんごをたくさん買いました_resized.jpg,りんごをたくさん買いました.mp3,バナナをたくさん買いました.mp3,パンをたくさん買いました.mp3,卵をたくさん買いました.mp3,野菜をたくさん買いました.mp3,1
16,M19MCIJ,レポートをたくさん書きました_resized.jpg,レポートをたくさん書きました.mp3,手紙をたくさん書きました.mp3,メモをたくさん書きました.mp3,名前をたくさん書きました.mp3,数字をたくさん書きました.mp3,1
17,M19MCIJ,会社で仕事をたくさんしました_resized.jpg,会社で仕事をたくさんしました.mp3,学校で勉強をたくさんしました.mp3,家で掃除をたくさんしました.mp3,庭で作業をたくさんしました.mp3,台所で料理をたくさんしました.mp3,1
18,M19MCIJ,先生がたくさん話しました_resized.jpg,先生がたくさん話しました.mp3,学生がたくさん笑いました.mp3,子供がたくさん遊びました.mp3,犬がたくさん吠えました.mp3,鳥がたくさん鳴きました.mp3,1
19,M19MCIJ,冬に雪がたくさん見ました_resized.jpg,冬に雪がたくさん見ました.mp3,夏に星がたくさん見ました.mp3,春に花がたくさん見ました.mp3,秋に月がたくさん見ました.mp3,夜に電灯がたくさん見ました.mp3,1
20,M19MCIJ,友だちにメールをたくさん書きました_resized.jpg,友だちにメールをたくさん書きました.mp3,先生に手紙をたくさん書きました.mp3,家族にカードをたくさん書きました.mp3,先輩に報告をたくさん書きました.mp3,彼氏に日記をたくさん書きました.mp3,1
21,M19MCIJ,友だちの家でゲームをたくさんしました_resized.jpg,友だちの家でゲームをたくさんしました.mp3,先生の部屋で話しをたくさんしました.mp3,図書館で勉強をたくさんしました.mp3,公園でサッカーをたくさんしました.mp3,海で泳ぎをたくさんしました.mp3,1
22,M19MCIJ,図書館で学生がたくさん勉強します_resized.jpg,図書館で学生がたくさん勉強します.mp3,教室で子供がたくさん遊びます.mp3,公園で犬がたくさん走ります.mp3,カフェで友達がたくさん話します.mp3,プールで人がたくさん泳ぎます.mp3,1
23,M19MCIJ,夏休みに海にたくさん行きました_resized.jpg,夏休みに海にたくさん行きました.mp3,冬休みに山にたくさん行きました.mp3,春休みに公園にたくさん行きました.mp3,週末に図書館にたくさん行きました.mp3,休日に映画館にたくさん行きました.mp3,1
24,M19MCIJ,子どもが公園でたくさん運動しました_resized.jpg,子どもが公園でたくさん運動しました.mp3,犬が庭でたくさん走りました.mp3,猫が屋根でたくさん寝ました.mp3,鳥が空でたくさん飛びました.mp3,魚が水槽でたくさん泳ぎました.mp3,1
25,M19MCIJ,宿題をたくさんしました_resized.jpg,宿題をたくさんしました.mp3,掃除をたくさんしました.mp3,料理をたくさんしました.mp3,洗濯をたくさんしました.mp3,仕事をたくさんしました.mp3,1
26,M19MCIJ,手紙をたくさん書きました_resized.jpg,手紙をたくさん書きました.mp3,絵をたくさん描きました.mp3,写真をたくさん撮りました.mp3,歌をたくさん歌いました.mp3,料理をたくさん作りました.mp3,1
27,M19MCIJ,授業で漢字をたくさん勉強しました_resized.jpg,授業で漢字をたくさん勉強しました.mp3,テストで数字をたくさん覚えました.mp3,旅行で地名をたくさん知りました.mp3,料理で野菜をたくさん切りました.mp3,運動会で走りをたくさん練習しました.mp3,1
28,M19MCIJ,新しい単語をたくさん勉強しました_resized.jpg,新しい単語をたくさん勉強しました.mp3,古い歌をたくさん覚えました.mp3,難しい問題をたくさん解きました.mp3,面白い本をたくさん読みました.mp3,きれいな写真をたくさん撮りました.mp3,1
29,M19MCIJ,旅行で写真をたくさん撮りました_resized.jpg,旅行で写真をたくさん撮りました.mp3,遠足で花をたくさん見ました.mp3,散歩で犬をたくさん撫でました.mp3,買い物で洋服をたくさん試しました.mp3,食事で料理をたくさん注文しました.mp3,1
30,M19MCIJ,日本語の本をたくさん読みます_resized.jpg,日本語の本をたくさん読みます.mp3,英語の新聞をたくさん読みます.mp3,数学の問題をたくさん解きます.mp3,歴史の資料をたくさん調べます.mp3,科学の実験をたくさんします.mp3,1
31,M19MCIJ,映画をたくさん見ます_resized.jpg,映画をたくさん見ます.mp3,ドラマをたくさん見ます.mp3,アニメをたくさん見ます.mp3,ニュースをたくさん見ます.mp3,試合をたくさん見ます.mp3,1
32,M19MCIJ,晩ごはんをたくさん作りました_resized.jpg,晩ごはんをたくさん作りました.mp3,朝ごはんをたくさん作りました.mp3,お弁当をたくさん作りました.mp3,お菓子をたくさん作りました.mp3,サラダをたくさん作りました.mp3,1
33,M19MCIJ,朝ごはんをたくさん食べました_resized.jpg,朝ごはんをたくさん食べました.mp3,昼ごはんをたくさん食べました.mp3,おやつをたくさん食べました.mp3,果物をたくさん食べました.mp3,パンをたくさん食べました.mp3,1
34,M19MCIJ,本屋で雑誌をたくさん見ました_resized.jpg,本屋で雑誌をたくさん見ました.mp3,図書館で小説をたくさん見ました.mp3,駅で時刻表をたくさん見ました.mp3,空港で飛行機をたくさん見ました.mp3,動物園でパンダをたくさん見ました.mp3,1
35,M19MCIJ,母はスーパーでたくさん買い物をしました_resized.jpg,母はスーパーでたくさん買い物をしました.mp3,父はホームセンターでたくさん買い物をしました.mp3,姉はデパートでたくさん買い物をしました.mp3,弟はコンビニでたくさん買い物をしました.mp3,私は本屋でたくさん買い物をしました.mp3,1
36,M19MCIJ,犬がたくさんいます_resized.jpg,犬がたくさんいます.mp3,猫がたくさんいます.mp3,鳥がたくさんいます.mp3,魚がたくさんいます.mp3,虫がたくさんいます.mp3,1
37,M19MCIJ,猫が庭でたくさん寝ています_resized.jpg,猫が庭でたくさん寝ています.mp3,犬がベッドでたくさん寝ています.mp3,赤ちゃんが部屋でたくさん寝ています.mp3,学生が教室でたくさん寝ています.mp3,父がソファでたくさん寝ています.mp3,1
38,M19MCIJ,町にレストランがたくさんあります_resized.jpg,町にレストランがたくさんあります.mp3,公園にベンチがたくさんあります.mp3,学校に教室がたくさんあります.mp3,空港に飛行機がたくさんあります.mp3,港に船がたくさんあります.mp3,1
39,M19MCIJ,空に星がたくさん見えます_resized.jpg,空に星がたくさん見えます.mp3,海に船がたくさん見えます.mp3,山に木がたくさん見えます.mp3,道路に車がたくさん見えます.mp3,校庭に生徒がたくさん見えます.mp3,1
40,M19MCIJ,誕生日にプレゼントがたくさんありました_resized.jpg,誕生日にプレゼントがたくさんありました.mp3,クリスマスに飾りがたくさんありました.mp3,結婚式に花がたくさんありました.mp3,パーティーに料理がたくさんありました.mp3,展覧会に絵がたくさんありました.mp3,1
41,M19MCIJ,週末に洗濯をたくさんしました_resized.jpg,週末に洗濯をたくさんしました.mp3,朝に掃除をたくさんしました.mp3,夜に勉強をたくさんしました.mp3,昼に料理をたくさんしました.mp3,休みに遊びをたくさんしました.mp3,1
42,M19MCIJ,部屋に花がたくさんあります_resized.jpg,部屋に花がたくさんあります.mp3,廊下に絵がたくさんあります.mp3,台所に食器がたくさんあります.mp3,浴室にタオルがたくさんあります.mp3,玄関に靴がたくさんあります.mp3,1
43,M19MCIJ,電車に人がたくさんいます_resized.jpg,電車に人がたくさんいます.mp3,バスに学生がたくさんいます.mp3,教室に机がたくさんあります.mp3,公園に子供がたくさんいます.mp3,図書館に本がたくさんあります.mp3,1
44,M19MCIJ,音楽をたくさん聞きました_resized.jpg,音楽をたくさん聞きました.mp3,ラジオをたくさん聞きました.mp3,ニュースをたくさん聞きました.mp3,話しをたくさん聞きました.mp3,鳥の声をたくさん聞きました.mp3,1
45,M19MCIJ,駅前にタクシーがたくさんあります_resized.jpg,駅前にタクシーがたくさんあります.mp3,校庭に自転車がたくさんあります.mp3,港にボートがたくさんあります.mp3,空港に荷物がたくさんあります.mp3,駐車場に車がたくさんあります.mp3,1
